genes	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ddost	1	1.69026481239356e-63	-1.59755734881817	0.153	0.395	4.0082939761101e-59
atp5f1c	1	1.88172782804479e-63	-0.92909172145038	0.413	0.723	4.46232937142541e-59
CABZ01113812.1	1	3.66339564091989e-63	-2.06302168060585	0.067	0.253	8.68737642287743e-59
rbp4	1	3.99945739950303e-63	-2.26241983646922	0.049	0.216	9.4843132771815e-59
ewsr1a	1	4.81059884746668e-63	-1.70913217453405	0.132	0.362	1.14078541068825e-58
esama	1	4.84657650237087e-63	-1.03292252123517	0.633	0.78	1.14931715177223e-58
ndufa5	1	7.98237810069248e-63	-1.15634514204924	0.265	0.552	1.89294114279821e-58
neurl1b	1	1.09246127447671e-62	-2.44882351907132	0.05	0.217	2.59066266629408e-58
hsp70l	1	1.11472128071557e-62	1.56212173203772	0.909	0.823	2.64345004508891e-58
si:ch211-150o23.2	1	1.3178561909252e-62	-2.05821902455513	0.096	0.3	3.12516417116001e-58
sec61b	1	1.37815361980327e-62	-0.912432306599972	0.618	0.87	3.26815349400149e-58
crip2	1	2.14781775911374e-62	-1.9895844376408	0.396	0.567	5.09333503396233e-58
CU927890.1	1	2.90039759444032e-62	2.4137821857802	0.358	0.089	6.87800285545578e-58
tcf12	1	3.84651650358148e-62	0.91235852135748	0.868	0.823	9.12162923659312e-58
atp5po	1	5.2061197139649e-62	-0.901701663794025	0.565	0.816	1.23457922896964e-57
fli1b	1	5.50209605667137e-62	-1.60540283741441	0.259	0.495	1.30476705887905e-57
efna1b	1	5.70206812276134e-62	0.94245433254317	0.916	0.889	1.35218843463162e-57
ywhaqb	1	8.9635678617669e-62	-0.749891671049125	0.769	0.941	2.1256204827394e-57
AL935153.1	1	1.06823806150518e-61	-2.6257012811554	0.041	0.196	2.53321973905337e-57
cgnl1	1	1.33881101160398e-61	-1.40530576201221	0.478	0.643	3.17485643291768e-57
sf3a2	1	5.05329572226582e-61	-1.09327018297429	0.306	0.594	1.19833854757812e-56
srsf1a	1	6.12036257338754e-61	-1.07118341626019	0.361	0.655	1.45138278065312e-56
EIF1B	1	8.293265663122e-61	-0.868567117830715	0.538	0.817	1.96666501935275e-56
pdap1a	1	2.57679603604633e-60	-0.954466466386901	0.41	0.709	6.11061411988027e-56
cox17	1	3.47188118782424e-60	-1.09843465972931	0.244	0.525	8.23321904880641e-56
atp5l	1	3.98518940527846e-60	-0.765108254914822	0.894	0.964	9.45047815567733e-56
ap1s3b	1	7.49385454200314e-60	-2.23818574490441	0.101	0.297	1.77709266609062e-55
ube2ib	1	8.88685744631554e-60	-1.09294748996207	0.274	0.553	2.10742937481927e-55
myo1b	1	1.46962981526112e-59	-2.03029526193773	0.119	0.324	3.48508014391023e-55
rwdd1	1	1.55630309527462e-59	-1.29122819257052	0.219	0.48	3.69061716013423e-55
klf3	1	1.66943887309631e-59	0.906132134613522	0.858	0.8	3.9589073436606e-55
bzw1b	1	1.88173796677348e-59	0.642963773884348	0.957	0.821	4.46235341440662e-55
psma6b	1	2.58097734389812e-59	-1.51653310439292	0.159	0.39	6.12052967332001e-55
snrpb	1	4.23487955400448e-59	-0.931213134682748	0.568	0.821	1.00425933743662e-54
mtpn	1	5.55100200898766e-59	-1.09366366314607	0.277	0.555	1.31636461641133e-54
dnmbp	1	7.82092058083386e-59	2.1181545969949	0.402	0.137	1.85465310653894e-54
anapc13	1	8.05142983483649e-59	-2.05793280393305	0.065	0.241	1.90931607103312e-54
si:ch211-196l7.4	1	1.12294427735587e-58	-0.787702896695051	0.878	0.976	2.66295005932172e-54
slc39a6	1	1.37528542090653e-58	-2.45466483560703	0.037	0.184	3.26135184713774e-54
spcs1	1	1.41942793268219e-58	-0.910822761779767	0.473	0.746	3.36603139956256e-54
hmga1a	1	1.97221584249201e-58	-0.971641832998847	0.661	0.836	4.67691264888556e-54
si:dkey-112e7.2	1	2.65245429081426e-58	-0.950347010214174	0.341	0.638	6.29003010523694e-54
slc39a7	1	6.78407719018289e-58	-2.14245230066211	0.064	0.236	1.60877606487997e-53
hypk	1	1.1507789714051e-57	-0.973715494499857	0.387	0.68	2.72895725279006e-53
rps28	1	1.65317176771874e-57	-0.511354317236843	1	1	3.92033152996823e-53
polr2d	1	1.92124269505826e-57	-1.03984366572337	0.291	0.574	4.55603492706116e-53
cdaa	1	2.97004102336435e-57	-2.36708867190619	0.047	0.201	7.04315528280621e-53
sf3b5	1	4.97199201494304e-57	-1.77932789821563	0.113	0.316	1.17905818642359e-52
rhoab	1	6.11966791994448e-57	-0.66595009654237	0.936	0.989	1.45121805053563e-52
selenoh	1	8.53140466045298e-57	-1.1505466922486	0.249	0.514	2.02313730117982e-52
uqcrb	1	9.12989149038043e-57	-1.61382868422019	0.154	0.375	2.16506246802881e-52
esm1	1	9.52338072594967e-57	-0.938802901032723	0.425	0.701	2.25837450535171e-52
arpc5a	1	1.06222114822043e-56	-1.46354029638379	0.236	0.467	2.51895123088992e-52
csnk2b	1	1.48055593223914e-56	-0.797100294266242	0.553	0.828	3.5109903377119e-52
nuak2	1	3.06526473884598e-56	1.39362475273474	0.53	0.265	7.26896880169936e-52
si:ch211-276i12.11	1	3.0945633439451e-56	-1.83442083647465	0.087	0.276	7.33844751383141e-52
skp1	1	4.06729363956739e-56	-0.770156868941443	0.607	0.852	9.64518013687011e-52
CR318588.4	1	4.19480667928885e-56	-1.3199156047511	0.951	0.988	9.94756455926557e-52
hyal1	1	4.23567220328677e-56	1.95131860654373	0.391	0.129	1.00444730628743e-51
spry4	1	4.92220023112612e-56	-0.999518338436044	0.664	0.881	1.16725056280925e-51
adgrl3.1	1	5.46414094312551e-56	-1.8559443114356	0.128	0.33	1.29576638325278e-51
dpcd	1	5.80079062479695e-56	-2.65996881801315	0.034	0.173	1.37559948876435e-51
kars	1	5.94422727865019e-56	-1.14936342784691	0.297	0.571	1.40961405685911e-51
si:ch211-156j16.1	1	7.70248930314802e-56	-1.0217424343431	0.575	0.793	1.82656831334852e-51
ip6k2a	1	9.97909002142937e-56	1.39508016422077	0.481	0.211	2.36644140768176e-51
cnbpa	1	1.0331015923885e-55	-0.864112788543792	0.388	0.691	2.4498971161901e-51
ptmaa	1	1.18976996522219e-55	-0.937197423039858	0.927	0.97	2.82142049552789e-51
actb1	1	1.81100193473821e-55	-0.438731998664577	1	1	4.2946099880382e-51
h3f3b.1.2	1	2.37485764676784e-55	-0.611090344780469	0.858	0.952	5.63173742354525e-51
nars	1	2.52951362283236e-55	-1.49739241934029	0.146	0.369	5.99848860518466e-51
tmed2	1	3.48411097028282e-55	-0.853552410926048	0.521	0.785	8.26222075492867e-51
si:dkey-91m11.5	1	3.61275358606078e-55	2.02131909266815	0.362	0.103	8.56728385398453e-51
marcksl1a	1	5.18631881449547e-55	-0.556713769855506	0.938	0.981	1.22988364366946e-50
prdm1a	1	8.2371169521185e-55	-1.23051088691692	0.445	0.692	1.95334991402538e-50
tomm20b	1	9.51238646735224e-55	-0.897006922390116	0.425	0.711	2.25576732686791e-50
arntl1a	1	1.19012795711343e-54	-2.88021364500894	0.02	0.137	2.82226943749878e-50
drap1	1	1.53757292587909e-54	-1.27524167476469	0.237	0.481	3.64620043642967e-50
wbp2nl	1	1.79567116106566e-54	-0.922074836679361	0.352	0.639	4.25825459135111e-50
ndufa3	1	1.83718747178072e-54	-1.28383925889927	0.199	0.439	4.35670637058081e-50
ndufs5	1	2.12864401059026e-54	-1.02404838250971	0.313	0.595	5.04786640671375e-50
pbdc1	1	2.40107611833879e-54	-1.21553368998545	0.219	0.465	5.6939119070286e-50
dedd1	1	2.89869486833462e-54	0.791963127563015	0.827	0.74	6.87396501076872e-50
naa20	1	3.12551283566765e-54	-1.61913901234732	0.123	0.327	7.41184113850226e-50
cox6c	1	3.38850539768483e-54	-0.696346109865161	0.767	0.907	8.03550170006981e-50
arhgdia	1	4.97148961430867e-54	-0.876907084364856	0.763	0.91	1.17893904713716e-49
actb2	1	5.07817865904226e-54	-0.539528180011281	1	1	1.20423928720528e-49
atp5pb	1	7.90796790640943e-54	-0.734891733066947	0.684	0.884	1.87529550932593e-49
actr2a	1	8.222437918406e-54	-1.5520345359594	0.195	0.419	1.9498689279708e-49
gars	1	8.24721875795538e-54	-1.14824584466607	0.215	0.466	1.95574545626154e-49
ddit3	1	8.65484645926866e-54	0.717757947957078	0.87	0.813	2.05241028935097e-49
nudc	1	1.0465760670535e-53	-1.04737001087214	0.257	0.521	2.48185048541067e-49
h3f3c	1	1.0935176190107e-53	-0.765953275705077	0.831	0.934	2.59316768172198e-49
pik3c2b	1	1.67385497256328e-53	-1.75123216323925	0.157	0.365	3.96937968193657e-49
snrpc	1	2.52662033505648e-53	-1.52392327092999	0.189	0.411	5.99162746255294e-49
edrf1	1	2.72340390939156e-53	2.28810619861165	0.311	0.071	6.45828003073114e-49
ndufa6	1	2.91919894565327e-53	-0.832779553736379	0.418	0.708	6.92258837972217e-49
hnrnpm	1	4.9898676789813e-53	-1.27465791962273	0.332	0.568	1.18329722139363e-48
phf5a	1	5.63186924470548e-53	-1.54413869701183	0.129	0.337	1.33554147268946e-48
metap2b	1	6.36421334862006e-53	-1.03749887531077	0.301	0.571	1.50920955349176e-48
tmed10	1	7.13776594858393e-53	-0.837196203685714	0.491	0.765	1.69264981704719e-48
uqcrc1	1	7.62527044135856e-53	-0.889027141935694	0.322	0.607	1.80825663246377e-48
tsc22d3	1	8.56221288728832e-53	-0.886668116317523	0.774	0.951	2.03044316409155e-48
FQ323156.1	1	8.95474587032233e-53	2.38341736345553	0.303	0.065	2.12352843568824e-48
lhfpl2b	1	1.19204350669934e-52	-1.73719088650186	0.108	0.299	2.82681197178681e-48
ndufa4l	1	1.28993130686466e-52	-0.614255432095116	0.936	0.982	3.05894310109885e-48
psmd12	1	1.62173775185433e-52	-1.4690153391007	0.2	0.419	3.84578890474736e-48
zgc:56095	1	2.43533562525778e-52	-1.64706417098769	0.125	0.324	5.77515490173629e-48
si:dkey-183i3.5	1	3.25869481587703e-52	-2.59635271871717	0.033	0.164	7.72766888637079e-48
banf1	1	3.50221970205181e-52	-0.947152373214512	0.316	0.594	8.30516380144565e-48
gmfb	1	4.12662480368667e-52	-1.46037061356903	0.249	0.464	9.78587805946257e-48
lgals1l1	1	4.58763038368404e-52	-3.53156953465838	0.016	0.121	1.08791066918683e-47
sdf2l1	1	4.92770080164872e-52	-1.83123389330185	0.095	0.279	1.16855496810298e-47
taf15	1	5.08546313815299e-52	-0.97969410529358	0.297	0.564	1.2059667285816e-47
cox6b1	1	7.94823998672601e-52	-2.16927334137623	0.133	0.323	1.88484563045221e-47
sult6b1	1	9.57769037469429e-52	1.45474381060098	0.702	0.6	2.271253495455e-47
wdr83os	1	9.90155760061658e-52	-1.36489286289	0.205	0.427	2.34805536941022e-47
apip	1	1.52500660433136e-51	-2.59198429517697	0.032	0.161	3.61640066151138e-47
tagln3b	1	1.79364867038195e-51	-2.37888783071783	0.074	0.239	4.25345845694375e-47
ptprb	1	3.44811986159919e-51	1.55576349895645	0.505	0.27	8.17687143979631e-47
dad1	1	4.92591278442183e-51	-0.680613088545733	0.744	0.922	1.16813095769779e-46
pfn2l	1	5.66914394294536e-51	-0.905191003333667	0.533	0.758	1.34438079463006e-46
krt18	1	6.69290427698861e-51	0.467931966280428	1	0.998	1.58715532024508e-46
cotl1	1	8.98977421678112e-51	-0.858734851940778	0.521	0.786	2.13183505776748e-46
adipor2	1	1.02746472899467e-50	1.27323394073421	0.657	0.533	2.43652985833795e-46
chmp1b	1	1.06374385125967e-50	-0.765561457507404	0.575	0.845	2.52256216887718e-46
si:dkey-244a7.1	1	1.28725842609371e-50	-1.76083238747625	0.138	0.337	3.05260463163863e-46
syncrip	1	1.7619069098647e-50	-0.635139084914036	0.876	0.952	4.17818604605315e-46
cops9	1	2.27082395468802e-50	-1.15093058893788	0.293	0.531	5.38503192614718e-46
atp5f1b	1	3.65832475494328e-50	-0.669904951727138	0.878	0.956	8.67535132387249e-46
eif4a1b	1	5.69819865128776e-50	-0.779196362260532	0.653	0.848	1.35127082816638e-45
cox7b	1	7.24161958245589e-50	-0.694391958920595	0.809	0.929	1.71727766778359e-45
cremb	1	7.68274356751216e-50	1.07742789790469	0.772	0.722	1.82188580959983e-45
zgc:92242	1	8.06330882424189e-50	1.61381679047051	0.497	0.269	1.91213305458072e-45
ctgfa	1	9.02826923983219e-50	1.54664060273504	0.406	0.156	2.14096376753381e-45
atoh8	1	1.00558108133724e-49	2.4779643817856	0.334	0.107	2.38463497628314e-45
clta	1	1.09433936905601e-49	-0.862634515876683	0.391	0.664	2.59511637977942e-45
lsm7	1	1.27469678856513e-49	-0.950991176788468	0.244	0.502	3.02281596440336e-45
si:dkey-222f8.3	1	1.95215309369261e-49	-1.50939197967458	0.202	0.412	4.62933584638266e-45
hsp90ab1	1	1.99299234048153e-49	0.423701662631992	1	1	4.72618203621789e-45
spen	1	2.42776779476508e-49	1.44751116816381	0.465	0.229	5.75720854850591e-45
eif2s2	1	2.56018211968697e-49	-0.791525992725485	0.676	0.865	6.07121587862567e-45
eif3ja	1	2.75549074378287e-49	-0.987226016464863	0.325	0.588	6.53437074980669e-45
prdx5	1	3.10163920357712e-49	-1.01473127999376	0.287	0.546	7.35522720736279e-45
im:7152348	1	3.58846122793032e-49	2.1007262798752	0.353	0.116	8.50967695591396e-45
krtt1c19e	1	3.72611952506742e-49	-1.83998947203006	0.092	0.266	8.83611984174488e-45
qkia	1	4.31205615991358e-49	-0.653445907555618	0.884	0.964	1.02256099776191e-44
tagln2	1	7.41049389952146e-49	-1.03169092105493	0.898	0.949	1.75732452333252e-44
dock8	1	7.41888335577972e-49	-3.50567800152635	0.01	0.1	1.7593139989896e-44
sept2	1	1.04427089957293e-48	-0.912828310094588	0.475	0.729	2.47638401124723e-44
derl2	1	1.07584479610543e-48	-1.56860363453801	0.141	0.339	2.55125834948443e-44
pdgfbb	1	1.07968303655981e-48	-1.59297007932252	0.289	0.481	2.56036035289793e-44
etnk1	1	1.45736773861873e-48	1.56941337310717	0.416	0.171	3.45600185536046e-44
rnf121	1	1.48910546670012e-48	-2.17993493295483	0.057	0.205	3.53126470373266e-44
lnx2b	1	2.08391532907654e-48	-1.51380724953879	0.134	0.33	4.9417968113721e-44
tnrc18	1	2.24351681902749e-48	1.53056201663534	0.432	0.185	5.32027578464179e-44
ap1s2	1	2.46065774155294e-48	-1.44585970711238	0.184	0.393	5.83520376831865e-44
pfdn1	1	2.7341871100189e-48	-1.03840493103587	0.253	0.499	6.48385131269883e-44
tomm5	1	2.84009996823689e-48	-0.838110134487566	0.31	0.581	6.73501306467696e-44
usp14	1	2.91730982541852e-48	-1.89156212654037	0.072	0.232	6.91810851999748e-44
psmd4a	1	3.00231008269094e-48	-1.61584454557511	0.113	0.3	7.11967813009329e-44
ndufa10	1	3.28058107571256e-48	-1.83311897146313	0.074	0.236	7.77956996294476e-44
zgc:77849	1	3.73350302239824e-48	0.489211286177953	0.972	0.966	8.85362906731519e-44
rpl35a	1	5.36342177329638e-48	-0.480112538614089	0.999	0.999	1.2718818393195e-43
tmem147	1	6.35680226261534e-48	-1.46545883311042	0.16	0.362	1.5074520885566e-43
smdt1b	1	6.54261832036965e-48	-1.02898471236769	0.27	0.511	1.55151650849246e-43
zgc:92027	1	9.26310973325621e-48	-0.750184383040492	0.595	0.831	2.19665384214438e-43
ifrd1	1	9.45756124968322e-48	0.891514957039533	0.773	0.687	2.24276607474988e-43
khdrbs1a	1	1.10020393134533e-47	-0.553639039977524	0.966	0.988	2.60902360279233e-43
ptp4a1	1	1.77767220392355e-47	-0.690589535609033	0.664	0.898	4.21557186438431e-43
COX5B	1	1.8610415991389e-47	-0.637373754503218	0.838	0.939	4.41327404819798e-43
zbtb17	1	2.8022392974389e-47	2.63039418108125	0.238	0.032	6.64523026994661e-43
zgc:194246	1	3.16303766517358e-47	-1.66038784068263	0.137	0.325	7.50082751919262e-43
trappc6b	1	4.01038358662159e-47	-2.04363148833209	0.051	0.193	9.51022363731444e-43
relb	1	4.14776440218377e-47	-1.71527733365602	0.226	0.426	9.83600850333859e-43
hnrnpa0a	1	4.48816819535894e-47	-0.91007928700472	0.391	0.642	1.06432420584742e-42
NDUFA13	1	5.55293015953939e-47	-2.54654574223117	0.026	0.139	1.31682185803317e-42
cox7a2a	1	6.24140125066109e-47	-0.802356790834207	0.678	0.851	1.48008589258177e-42
taf13	1	7.64079566877486e-47	-1.22003328437955	0.246	0.465	1.81193828489327e-42
nocta	1	8.77696256270384e-47	1.19929329302303	0.676	0.557	2.08136890211959e-42
plekhf1	1	1.54932326365948e-46	-2.86839726298084	0.031	0.149	3.67406518744209e-42
hsp70.3	1	1.85656366443616e-46	0.943767385710494	0.947	0.875	4.4026550738439e-42
CU694197.1	1	1.87748729074507e-46	-1.1100369862129	0.261	0.492	4.45227336127287e-42
ino80	1	1.97895861906275e-46	1.51123073989695	0.403	0.162	4.6929024692454e-42
mcts1	1	2.17209151874552e-46	-1.57015509179705	0.118	0.302	5.15089782755313e-42
psmd6	1	2.26821092367318e-46	-1.3792633858523	0.215	0.425	5.37883538439859e-42
sord	1	4.14059444209584e-46	-2.29353958874982	0.045	0.179	9.81900565998606e-42
ndufb5	1	4.79045570993689e-46	-1.20459624453247	0.194	0.415	1.13600866705443e-41
edf1	1	4.80790371459759e-46	-0.530547578788708	0.896	0.974	1.14014628687967e-41
thbs1b	1	5.011335997581e-46	4.02301931701926	0.221	0.026	1.18838821846636e-41
sorbs1	1	5.27381940460021e-46	1.33064561814469	0.477	0.238	1.25063353360689e-41
commd3	1	5.88761423586817e-46	-2.06329001410256	0.049	0.186	1.39618883989378e-41
ppp2r1ba	1	6.27285807171229e-46	-1.08043030364529	0.275	0.505	1.48754556312585e-41
si:dkey-7j14.6	1	6.3957195483222e-46	-0.950520160799797	0.663	0.849	1.51668093368913e-41
krtcap2	1	7.67074221529601e-46	-1.24094349417928	0.244	0.458	1.8190398089353e-41
ranbp1	1	1.01200741014214e-45	-0.775680995512293	0.421	0.696	2.39987437241107e-41
atp5f1d	1	1.06219993441275e-45	-0.730233972635748	0.616	0.835	2.5189009244664e-41
gdi1	1	1.11785831953938e-45	-1.951424050235	0.083	0.244	2.6508892189557e-41
tmem51a	1	1.16855127256607e-45	-1.84460732043483	0.122	0.298	2.77110248776317e-41
limch1b	1	1.53628852677427e-45	1.30276928379324	0.584	0.371	3.64315461239251e-41
smarca4a	1	1.56370213567514e-45	-0.914517967318532	0.282	0.53	3.70816324454003e-41
plpp5	1	1.62211880814569e-45	-2.01187228769224	0.057	0.2	3.84669254163668e-41
si:ch211-197h24.6	1	1.64022039754987e-45	-2.02062057521356	0.058	0.202	3.88961865074977e-41
igfbp1a	1	1.73443006716204e-45	-0.601893147927765	0.744	0.913	4.11302746126805e-41
ube2na	1	2.6902587235761e-45	-0.964925664726553	0.305	0.549	6.37967953708835e-41
nupr1a	1	2.94222284539578e-45	-0.825765860986562	0.337	0.599	6.97718725557156e-41
gcnt4a	1	3.44594778226467e-45	1.45365691571608	0.455	0.222	8.17172057086243e-41
mlf2	1	7.52485884870245e-45	-1.14105742546925	0.24	0.457	1.7844450273813e-40
oaz1a	1	9.42523814176627e-45	0.519765833568174	0.986	0.986	2.23510097293845e-40
ankrd12	1	9.63006460977713e-45	1.02957636500132	0.645	0.512	2.28367352156255e-40
egln1b	1	1.01064264662855e-44	1.69390615758968	0.417	0.186	2.39663797221495e-40
rapgef5b	1	1.09761150510617e-44	-1.49895303410784	0.276	0.469	2.60287592320877e-40
adssl	1	1.2038180024452e-44	-1.70580741486975	0.112	0.286	2.85473401099855e-40
tnfrsf19	1	1.5785428127885e-44	-1.62216179203731	0.128	0.31	3.74335642624665e-40
psat1	1	1.9275695604133e-44	-2.26014734333187	0.056	0.197	4.57103845556409e-40
ube2l3a	1	2.21984507301841e-44	-0.940613763584886	0.328	0.575	5.26414060615586e-40
lsm3	1	2.23650828645621e-44	-1.48270799917855	0.139	0.326	5.30365575050225e-40
ddah2	1	2.34399600148958e-44	-1.16380583473856	0.303	0.504	5.55855211793239e-40
lrrfip1a	1	2.56318359999094e-44	-0.785258225467192	0.511	0.758	6.07833358901851e-40
pdia3	1	2.77076328408371e-44	-0.835693848788033	0.566	0.805	6.57058805187611e-40
hint1	1	3.3430916795478e-44	-0.747171286510557	0.383	0.658	7.92780760887966e-40
pabpc1a	1	3.49068171267611e-44	-0.505966838026665	0.981	0.995	8.27780261344014e-40
calm2a	1	5.33559804724004e-44	-0.732167531126772	0.68	0.865	1.2652837209225e-39
hif1al	1	6.27415650454421e-44	0.963987421445853	0.668	0.541	1.48785347348761e-39
stip1	1	1.0467406341489e-43	0.997642260529373	0.703	0.608	2.48224073982071e-39
csnk1e	1	1.17518838319902e-43	-2.51896949787875	0.025	0.131	2.78684173191816e-39
ncl	1	1.24467373184232e-43	0.722351921413251	0.907	0.874	2.95161928769087e-39
notchl	1	1.25383085733753e-43	-1.42173958956301	0.334	0.515	2.97333449509023e-39
rer1	1	1.29071179772657e-43	-0.917994031202214	0.329	0.566	3.06079395712879e-39
pfdn6	1	1.50015158833256e-43	-1.38599563260932	0.154	0.348	3.55745947657183e-39
shank3b	1	1.56478746760364e-43	1.28834884886314	0.445	0.208	3.71073700067526e-39
rassf1	1	1.70595686821209e-43	-0.855986877464401	0.513	0.743	4.04550611727814e-39
cttnbp2nlb	1	1.76255772848923e-43	1.26236286312497	0.483	0.254	4.17972939733936e-39
lyve1a	1	2.31717795510955e-43	1.74124144490847	0.23	0.035	5.4949558027468e-39
csrnp1b	1	2.69007075162377e-43	1.40549866805799	0.405	0.173	6.37923378040061e-39
ywhah	1	3.09423234653137e-43	-1.60272464684826	0.141	0.323	7.33766258656449e-39
CU914776.1	1	3.24089250514688e-43	-3.01000993151251	0.026	0.131	7.68545248670531e-39
prkab1b	1	3.92130570530164e-43	-1.24271694995931	0.227	0.436	9.2989843495523e-39
si:ch211-288g17.3	1	4.28246490763439e-43	-0.674913125736378	0.274	0.53	1.01554372819642e-38
rps21	1	4.51969203019622e-43	-0.461530485770602	0.998	1	1.07179976804073e-38
ier5	1	5.52414931602607e-43	-0.664711382379748	0.946	0.987	1.30999676880242e-38
LO018188.1	1	5.66818865784875e-43	3.10546143270243	0.241	0.046	1.34415425832225e-38
gng2	1	6.11710649761136e-43	-1.51388093067367	0.194	0.386	1.45061063484356e-38
usp19	1	6.30046494879794e-43	1.75581747563078	0.321	0.102	1.49409225795794e-38
homeza	1	7.28793588450009e-43	1.23075177514613	0.454	0.212	1.72826111565035e-38
h2afx	1	7.41421362015145e-43	-1.99494761315185	0.09	0.249	1.75820661788272e-38
h2afva	1	8.9470162538235e-43	-0.743799295533655	0.407	0.673	2.12169543443171e-38
pdk2b	1	9.16834453581053e-43	1.33823763023646	0.535	0.353	2.17418122322211e-38
pgfb	1	1.10459688907222e-42	-1.96014793982277	0.087	0.242	2.61944106274586e-38
arhgdig	1	1.18981723092835e-42	-0.87089206937231	0.272	0.517	2.8215325814235e-38
tmem167a	1	1.42126644799789e-42	-1.15800700184555	0.263	0.469	3.3703912547822e-38
commd7	1	1.43325104633403e-42	-1.7927019032478	0.09	0.251	3.39881153127651e-38
fbln2	1	1.44824500178469e-42	3.02510073321057	0.231	0.041	3.43436819723221e-38
snrpd3l	1	1.70568659683496e-42	-1.12723513412679	0.211	0.425	4.04486519573442e-38
arpc1b	1	1.73627309505696e-42	-0.864726682013323	0.349	0.606	4.11739801761808e-38
krt91	1	1.95104547023575e-42	-2.15416441411073	0.086	0.24	4.62670922811707e-38
bin1b	1	2.47912491297276e-42	-1.79950854945813	0.082	0.236	5.87899681862361e-38
